Sample,,"Baseline
Jitter (us)"
9572, 7;,7
9573, 0;,0
9574, 5;,5
9575, 0;,0
9576, 3;,3
9577, 2;,2
9578, 8;,8
9579, 5;,5
9580, 0;,0
9581, 8;,8
9582, 1;,1
9583, 3;,3
9584, 0;,0
9585, 0;,0
9586, 0;,0
9587, 6;,6
9588, 1;,1
9589, 9;,9
9590, 6;,6
9591, 6;,6
9592, 3;,3
9593, 4;,4
9594, 5;,5
9595, 2;,2
9596, 3;,3
9597, 4;,4
9598, 3;,3
9599, 1;,1
9600, 5;,5
9601, 9;,9
9602, 1;,1
9603, 4;,4
9604, 6;,6
9605, 5;,5
9606, 4;,4
9607, 1;,1
9608, 6;,6
9609, 7;,7
9610, 6;,6
9611, 6;,6
9612, 8;,8
9613, 2;,2
9614, 8;,8
9615, 8;,8
9616, 7;,7
9617, 1;,1
9618, 5;,5
9619, 6;,6
9620, 6;,6
9621, 6;,6
9622, 9;,9
9623, 2;,2
9624, 2;,2
9625, 7;,7
9626, 3;,3
9627, 7;,7
9628, 5;,5
9629, 0;,0
9630, 7;,7
9631, 4;,4
9632, 2;,2
9633, 0;,0
9634, 0;,0
9635, 0;,0
9636, 3;,3
9637, 2;,2
9638, 3;,3
9639, 0;,0
9640, 4;,4
9641, 8;,8
9642, 5;,5
9643, 6;,6
9644, 7;,7
9645, 5;,5
9646, 8;,8
9647, 3;,3
9648, 2;,2
9649, 5;,5
9650, 2;,2
9651, 6;,6
9652, 3;,3
9653, 5;,5
9654, 1;,1
9655, 1;,1
9656, 4;,4
9657, 3;,3
9658, 0;,0
9659, 2;,2
9660, 9;,9
9661, 8;,8
9662, 8;,8
9663, 3;,3
9664, 2;,2
9665, 8;,8
9666, 6;,6
9667, 6;,6
9668, 3;,3
9669, 8;,8
9670, 7;,7
9671, 7;,7
9672, 8;,8
9673, 6;,6
9674, 0;,0
9675, 6;,6
9676, 0;,0
9677, 7;,7
9678, 9;,9
9679, 6;,6
9680, 6;,6
9681, 6;,6
9682, 4;,4
9683, 1;,1
9684, 6;,6
9685, 8;,8
9686, 1;,1
9687, 8;,8
9688, 3;,3
9689, 0;,0
9690, 6;,6
9691, 5;,5
9692, 1;,1
9693, 2;,2
9694, 0;,0
9695, 4;,4
9696, 3;,3
9697, 2;,2
9698, 5;,5
9699, 0;,0
9700, 0;,0
9701, 7;,7
9702, 5;,5
9703, 2;,2
9704, 4;,4
9705, 0;,0
9706, 4;,4
9707, 3;,3
9708, 1;,1
9709, 9;,9
9710, 4;,4
9711, 6;,6
9712, 3;,3
9713, 5;,5
9714, 2;,2
9715, 5;,5
9716, 2;,2
9717, 8;,8
9718, 3;,3
9719, 2;,2
9720, 8;,8
9721, 8;,8
9722, 9;,9
9723, 3;,3
9724, 2;,2
9725, 0;,0
9726, 1;,1
9727, 1;,1
9728, 2;,2
9729, 7;,7
9730, 6;,6
9731, 7;,7
9732, 3;,3
9733, 2;,2
9734, 2;,2
9735, 7;,7
9736, 0;,0
9737, 1;,1
9738, 0;,0
9739, 8;,8
9740, 4;,4
9741, 6;,6
9742, 7;,7
9743, 2;,2
9744, 1;,1
9745, 4;,4
9746, 9;,9
9747, 3;,3
9748, 5;,5
9749, 399;,399
9750, 8;,8
9751, 4;,4
9752, 6;,6
9753, 4;,4
9754, 1;,1
9755, 5;,5
9756, 3;,3
9757, 2;,2
9758, 4;,4
9759, 7;,7
9760, 8;,8
9761, 2;,2
9762, 5;,5
9763, 2;,2
9764, 6;,6
9765, 1;,1
9766, 0;,0
9767, 3;,3
9768, 2;,2
9769, 6;,6
9770, 9;,9
9771, 0;,0
9772, 5;,5
9773, 5;,5
9774, 6;,6
9775, 5;,5
9776, 0;,0
9777, 4;,4
9778, 3;,3
9779, 2;,2
9780, 4;,4
9781, 8;,8
9782, 1;,1
9783, 4;,4
9784, 8;,8
9785, 0;,0
9786, 8;,8
9787, 4;,4
9788, 0;,0
9789, 7;,7
9790, 6;,6
9791, 5;,5
9792, 9;,9
9793, 2;,2
9794, 1;,1
9795, 8;,8
9796, 9;,9
9797, 3;,3
9798, 5;,5
9799, 0;,0
9800, 0;,0
9801, 6;,6
9802, 5;,5
9803, 3;,3
9804, 1;,1
9805, 6;,6
9806, 1;,1
9807, 8;,8
9808, 9;,9
9809, 0;,0
9810, 6;,6
9811, 4;,4
9812, 1;,1
9813, 0;,0
9814, 0;,0
9815, 8;,8
9816, 163;,163
9817, 5;,5
9818, 0;,0
9819, 0;,0
9820, 5;,5
9821, 7;,7
9822, 5;,5
9823, 2;,2
9824, 5;,5
9825, 4;,4
9826, 9;,9
9827, 3;,3
9828, 1;,1
9829, 8;,8
9830, 4;,4
9831, 0;,0
9832, 2;,2
9833, 4;,4
9834, 6;,6
9835, 0;,0
9836, 2;,2
9837, 4;,4
9838, 3;,3
9839, 2;,2
9840, 5;,5
9841, 2;,2
9842, 2;,2
9843, 4;,4
9844, 1;,1
9845, 0;,0
9846, 6;,6
9847, 0;,0
9848, 4;,4
9849, 7;,7
9850, 8;,8
9851, 9;,9
9852, 9;,9
9853, 6;,6
9854, 3;,3
9855, 8;,8
9856, 0;,0
9857, 1;,1
9858, 5;,5
9859, 6;,6
9860, 3;,3
9861, 4;,4
9862, 0;,0
9863, 9;,9
9864, 6;,6
9865, 7;,7
9866, 2;,2
9867, 3;,3
9868, 5;,5
9869, 4;,4
9870, 6;,6
9871, 4;,4
9872, 4;,4
9873, 6;,6
9874, 0;,0
9875, 9;,9
9876, 3;,3
9877, 2;,2
9878, 1;,1
9879, 0;,0
9880, 7;,7
9881, 7;,7
9882, 5;,5
9883, 2;,2
9884, 8;,8
9885, 5;,5
9886, 9;,9
9887, 4;,4
9888, 2;,2
9889, 5;,5
9890, 5;,5
9891, 1;,1
9892, 3;,3
9893, 5;,5
9894, 1;,1
9895, 3;,3
9896, 0;,0
9897, 3;,3
9898, 3;,3
9899, 2;,2
9900, 4;,4
9901, 9;,9
9902, 6;,6
9903, 3;,3
9904, 2;,2
9905, 9;,9
9906, 8;,8
9907, 2;,2
9908, 0;,0
9909, 7;,7
9910, 7;,7
9911, 8;,8
9912, 3;,3
9913, 6;,6
9914, 8;,8
9915, 6;,6
9916, 9;,9
9917, 7;,7
9918, 8;,8
9919, 1;,1
9920, 6;,6
9921, 6;,6
9922, 5;,5
9923, 2;,2
9924, 6;,6
9925, 7;,7
9926, 4;,4
9927, 1;,1
9928, 3;,3
9929, 1;,1
9930, 6;,6
9931, 4;,4
9932, 8;,8
9933, 7;,7
9934, 4;,4
9935, 0;,0
9936, 3;,3
9937, 2;,2
9938, 3;,3
9939, 2;,2
9940, 0;,0
9941, 7;,7
9942, 5;,5
9943, 1;,1
9944, 4;,4
9945, 4;,4
9946, 6;,6
9947, 6;,6
9948, 6;,6
9949, 8;,8
9950, 3;,3
9951, 6;,6
9952, 8;,8
9953, 5;,5
9954, 2;,2
9955, 4;,4
9956, 6;,6
9957, 3;,3
9958, 3;,3
9959, 2;,2
9960, 0;,0
9961, 8;,8
9962, 8;,8
9963, 3;,3
9964, 2;,2
9965, 9;,9
9966, 7;,7
9967, 7;,7
9968, 6;,6
9969, 8;,8
9970, 6;,6
9971, 5;,5
9972, 9;,9
9973, 2;,2
9974, 1;,1
9975, 6;,6
9976, 9;,9
9977, 7;,7
9978, 4;,4
9979, 6;,6
9980, 2;,2
9981, 6;,6
9982, 7;,7
9983, 8;,8
9984, 2;,2
9985, 2;,2
9986, 7;,7
9987, 4;,4
9988, 5;,5
9989, 2;,2
9990, 6;,6
9991, 5;,5
9992, 0;,0
9993, 2;,2
9994, 1;,1
9995, 8;,8
9996, 8;,8
9997, 1;,1
9998, 2;,2
